meteorite_id,name,mass_g,severity_score
10419,frontier mountain 90021,1.3,1.0
10420,frontier mountain 90022,10.8,1.0
10421,frontier mountain 90023,2.7,1.0
10422,frontier mountain 90024,16.5,1.0
10423,frontier mountain 90025,11.8,1.0
10424,frontier mountain 90026,5.5,1.0
10425,frontier mountain 90027,16.0,1.0
10426,frontier mountain 90028,18.8,1.0
10427,frontier mountain 90029,16.5,1.0
10428,frontier mountain 90030,7.2,1.0
10429,frontier mountain 90031,8.4,1.0
10430,frontier mountain 90032,1.6,1.0
10431,frontier mountain 90033,7.5,1.0
10432,frontier mountain 90034,6.4,1.0
10433,frontier mountain 90035,81.2,1.0
10434,frontier mountain 90036,34.6,1.0
10435,frontier mountain 90037,13.1,1.0
10436,frontier mountain 90038,3.3,1.0
10437,frontier mountain 90039,8.8,1.0
10438,frontier mountain 90040,5.2,1.0
10439,frontier mountain 90041,5.1,1.0
10440,frontier mountain 90042,14.7,1.0
10441,frontier mountain 90043,38.4,1.0
10442,frontier mountain 90044,10.2,1.0
10443,frontier mountain 90045,21.8,1.0
10444,frontier mountain 90046,9.46,1.0
10445,frontier mountain 90047,19.0,1.0
10446,frontier mountain 90048,20.3,1.0
10447,frontier mountain 90049,9.5,1.0
10448,frontier mountain 90050,15.8,1.0
10449,frontier mountain 90051,8.1,1.0
10450,frontier mountain 90052,34.2,1.0
10451,frontier mountain 90053,9.3,1.0
10452,frontier mountain 90054,17.5,1.0
10453,frontier mountain 90055,4.6,1.0
10454,frontier mountain 90056,9.4,1.0
10455,frontier mountain 90057,3.8,1.0
10456,frontier mountain 90058,28.0,1.0
10457,frontier mountain 90059,30.4,1.0
10458,frontier mountain 90060,0.89,1.0
10459,frontier mountain 90061,8.4,1.0
10460,frontier mountain 90062,6.2,1.0
10461,frontier mountain 90063,0.49,1.0
10462,frontier mountain 90064,3.5,1.0
10463,frontier mountain 90065,5.7,1.0
10464,frontier mountain 90066,8.9,1.0
10465,frontier mountain 90067,8.9,1.0
10466,frontier mountain 90068,4.8,1.0
10467,frontier mountain 90069,17.7,1.0
10468,frontier mountain 90070,27.0,1.0
10469,frontier mountain 90072,108.1,2.0
10470,frontier mountain 90073,20.6,1.0
10471,frontier mountain 90074,7.7,1.0
10472,frontier mountain 90075,21.0,1.0
10473,frontier mountain 90076,10.5,1.0
10474,frontier mountain 90077,3.2,1.0
10475,frontier mountain 90078,7.8,1.0
10477,frontier mountain 90081,1.31,1.0
10478,frontier mountain 90082,60.48,1.0
10479,frontier mountain 90083,0.46,1.0
10480,frontier mountain 90084,1.3,1.0
10481,frontier mountain 90085,7.4,1.0
10482,frontier mountain 90086,4.7,1.0
10483,frontier mountain 90087,8.3,1.0
10484,frontier mountain 90088,1.6,1.0
10485,frontier mountain 90089,4.1,1.0
10486,frontier mountain 90090,1.3,1.0
10487,frontier mountain 90091,8.29,1.0
10488,frontier mountain 90092,3.51,1.0
10489,frontier mountain 90093,3.61,1.0
10490,frontier mountain 90094,9.11,1.0
10491,frontier mountain 90095,3.7,1.0
10492,frontier mountain 90096,6.9,1.0
10493,frontier mountain 90097,2.2,1.0
10494,frontier mountain 90098,5.3,1.0
10495,frontier mountain 90099,3.7,1.0
10496,frontier mountain 90100,1.3,1.0
10497,frontier mountain 90101,1.1,1.0
10498,frontier mountain 90102,7.2,1.0
10499,frontier mountain 90103,1.9,1.0
10500,frontier mountain 90104,10.9,1.0
10503,frontier mountain 90107,10.3,1.0
10504,frontier mountain 90108,2.2,1.0
10505,frontier mountain 90109,11.6,1.0
10506,frontier mountain 90110,6.2,1.0
10507,frontier mountain 90111,0.8,1.0
10508,frontier mountain 90112,3.1,1.0
10509,frontier mountain 90114,3.0,1.0
10510,frontier mountain 90115,8.3,1.0
10511,frontier mountain 90116,4.3,1.0
10512,frontier mountain 90118,0.45,1.0
10513,frontier mountain 90119,3.0,1.0
10514,frontier mountain 90121,0.7,1.0
10515,frontier mountain 90122,1.7,1.0
10516,frontier mountain 90123,1.5,1.0
10517,frontier mountain 90124,5.6,1.0
10518,frontier mountain 90125,2.8,1.0
10519,frontier mountain 90126,1.8,1.0
10520,frontier mountain 90127,13.55,1.0
10521,frontier mountain 90128,6.5,1.0
10522,frontier mountain 90129,1.9,1.0
10523,frontier mountain 90130,15.5,1.0
10524,frontier mountain 90131,9.2,1.0
10525,frontier mountain 90132,6.22,1.0
10526,frontier mountain 90133,0.61,1.0
10527,frontier mountain 90134,3.04,1.0
10528,frontier mountain 90135,15.4,1.0
10529,frontier mountain 90136,2.2,1.0
10530,frontier mountain 90137,4.89,1.0
10531,frontier mountain 90138,4.48,1.0
10532,frontier mountain 90139,2.18,1.0
10533,frontier mountain 90140,1.28,1.0
10534,frontier mountain 90141,2.1,1.0
10535,frontier mountain 90142,14.9,1.0
10536,frontier mountain 90143,9.0,1.0
10537,frontier mountain 90144,4.8,1.0
10538,frontier mountain 90145,7.1,1.0
10539,frontier mountain 90147,5.4,1.0
10540,frontier mountain 90148,10.2,1.0
10541,frontier mountain 90149,13.8,1.0
10542,frontier mountain 90150,16.66,1.0
10543,frontier mountain 90151,33.6,1.0
10544,frontier mountain 90152,18.3,1.0
10545,frontier mountain 90153,8.5,1.0
10546,frontier mountain 90154,107.1,2.0
10547,frontier mountain 90155,72.06,1.0
10548,frontier mountain 90156,31.82,1.0
10549,frontier mountain 90157,9.73,1.0
10550,frontier mountain 90158,23.33,1.0
10551,frontier mountain 90159,7.22,1.0
10552,frontier mountain 90160,23.32,1.0
10553,frontier mountain 90161,32.44,1.0
10554,frontier mountain 90162,14.81,1.0
10555,frontier mountain 90163,24.05,1.0
10556,frontier mountain 90164,80.8,1.0
10557,frontier mountain 90165,2.1,1.0
10558,frontier mountain 90166,24.41,1.0
10559,frontier mountain 90167,10.84,1.0
10560,frontier mountain 90168,14.26,1.0
10561,frontier mountain 90170,2.53,1.0
10562,frontier mountain 90171,13.4,1.0
10563,frontier mountain 90172,65.86,1.0
10564,frontier mountain 90173,3.56,1.0
10565,frontier mountain 90174,12.65,1.0
10566,frontier mountain 90175,15.03,1.0
10567,frontier mountain 90176,1.61,1.0
10568,frontier mountain 90177,0.32,1.0
10569,frontier mountain 90178,5.06,1.0
10570,frontier mountain 90179,2.05,1.0
10571,frontier mountain 90180,7.5,1.0
10572,frontier mountain 90182,12.45,1.0
10573,frontier mountain 90183,5.88,1.0
10574,frontier mountain 90184,2.18,1.0
10575,frontier mountain 90185,4.05,1.0
10576,frontier mountain 90186,3.09,1.0
10579,frontier mountain 90189,2.66,1.0
10580,frontier mountain 90190,3.93,1.0
10582,frontier mountain 90192,48.01,1.0
10586,frontier mountain 90196,2.01,1.0
10587,frontier mountain 90197,2.57,1.0
10588,frontier mountain 90198,0.93,1.0
10589,frontier mountain 90199,0.66,1.0
10590,frontier mountain 90200,3.19,1.0
10591,frontier mountain 90201,11.5,1.0
10592,frontier mountain 90202,9.73,1.0
10593,frontier mountain 90203,11.31,1.0
10594,frontier mountain 90204,12.55,1.0
10595,frontier mountain 90205,7.13,1.0
10596,frontier mountain 90206,1.48,1.0
10597,frontier mountain 90207,4.04,1.0
10598,frontier mountain 90208,2.21,1.0
10599,frontier mountain 90209,1.67,1.0
10600,frontier mountain 90210,2.31,1.0
10601,frontier mountain 90211,10.92,1.0
10602,frontier mountain 90212,3.7,1.0
10603,frontier mountain 90214,1.85,1.0
10604,frontier mountain 90215,5.55,1.0
10606,frontier mountain 90217,1.19,1.0
10607,frontier mountain 90218,3.18,1.0
10609,frontier mountain 90220,0.96,1.0
10610,frontier mountain 90221,3.25,1.0
10611,frontier mountain 90222,2.58,1.0
10613,frontier mountain 90224,14.91,1.0
10614,frontier mountain 90225,8.4,1.0
10615,frontier mountain 90226,24.79,1.0
10616,frontier mountain 90227,2.45,1.0
10617,frontier mountain 90228,13.26,1.0
10618,frontier mountain 90229,4.38,1.0
10619,frontier mountain 90230,3.98,1.0
10620,frontier mountain 90231,18.21,1.0
10621,frontier mountain 90233,31.89,1.0
10622,frontier mountain 90234,23.47,1.0
10623,frontier mountain 90235,23.94,1.0
10624,frontier mountain 90236,165.7,2.0
10625,frontier mountain 90237,2.69,1.0
10626,frontier mountain 90238,17.41,1.0
10627,frontier mountain 90239,15.39,1.0
10628,frontier mountain 90240,1.05,1.0
10629,frontier mountain 90241,2.29,1.0
10630,frontier mountain 90242,2.85,1.0
10631,frontier mountain 90243,4.93,1.0
10632,frontier mountain 93001,4.86,1.0
10633,frontier mountain 93002,665.2,2.0
10634,frontier mountain 93003,65.25,1.0
10635,frontier mountain 93004,2.38,1.0
10636,frontier mountain 93005,1665.4,3.0
10637,frontier mountain 93006,60.33,1.0
10638,frontier mountain 93007,0.85,1.0
10639,frontier mountain 93008,12.01,1.0
10640,frontier mountain 93009,106.5,2.0
10641,frontier mountain 93010,3.06,1.0
10642,frontier mountain 93011,2.66,1.0
10643,frontier mountain 93012,19.95,1.0
10644,frontier mountain 93013,8.45,1.0
10645,frontier mountain 93014,9.62,1.0
10646,frontier mountain 93015,1.84,1.0
10647,frontier mountain 93016,1.05,1.0
10648,frontier mountain 93017,10.81,1.0
10649,frontier mountain 93018,1.05,1.0
10650,frontier mountain 93019,2.61,1.0
10651,frontier mountain 93020,78.2,1.0
10652,frontier mountain 93021,80.43,1.0
10653,frontier mountain 93022,0.92,1.0
10654,frontier mountain 93023,0.68,1.0
10655,frontier mountain 93024,15.23,1.0
10656,frontier mountain 93025,4.03,1.0
10657,frontier mountain 93026,19.19,1.0
10658,frontier mountain 93027,4.31,1.0
10659,frontier mountain 93028,10.19,1.0
10661,frontier mountain 93030,7.8,1.0
10662,frontier mountain 93031,6.1,1.0
46068,graves nunataks 06216,1.1,1.0
10663,frontier mountain 93032,16.6,1.0
10664,frontier mountain 93033,3.0,1.0
10665,frontier mountain 93034,7.28,1.0
10666,frontier mountain 93035,15.7,1.0
10667,frontier mountain 93036,7.3,1.0
10668,frontier mountain 93037,0.52,1.0
10669,frontier mountain 93038,1.8,1.0
10670,frontier mountain 93039,1.02,1.0
10671,frontier mountain 93040,8.6,1.0
10673,frontier mountain 93042,2.26,1.0
10674,frontier mountain 93043,9.09,1.0
10675,frontier mountain 93044,1.8,1.0
10676,frontier mountain 93045,0.64,1.0
10678,frontier mountain 93047,0.18,1.0
10679,frontier mountain 93048,11.72,1.0
10680,frontier mountain 93049,10.6,1.0
10681,frontier mountain 93050,1.77,1.0
10682,frontier mountain 93051,15.28,1.0
10684,frontier mountain 93053,3.09,1.0
10686,frontier mountain 95001,3.6,1.0
10687,frontier mountain 95002,64.6,1.0
10688,frontier mountain 95003,2.9,1.0
10689,frontier mountain 95004,7.9,1.0
10690,frontier mountain 95005,191.3,2.0
10691,frontier mountain 95006,121.7,2.0
10692,frontier mountain 95007,6.3,1.0
10693,frontier mountain 95008,1.9,1.0
10694,frontier mountain 95009,2.1,1.0
10695,frontier mountain 95010,87.1,1.0
10696,frontier mountain 95011,1.7,1.0
10697,frontier mountain 95012,44.0,1.0
10698,frontier mountain 95013,0.7,1.0
10699,frontier mountain 95014,3.5,1.0
10700,frontier mountain 95015,1.9,1.0
10701,frontier mountain 95016,5.7,1.0
10702,frontier mountain 95017,2.1,1.0
10703,frontier mountain 95018,13.9,1.0
10704,frontier mountain 95019,13.0,1.0
10705,frontier mountain 95020,2.2,1.0
10706,frontier mountain 95021,1.8,1.0
10707,frontier mountain 95022,3.9,1.0
10708,frontier mountain 95023,1.4,1.0
10709,frontier mountain 95024,6.3,1.0
10710,frontier mountain 95025,0.4,1.0
10712,frontier mountain 95027,0.9,1.0
10713,frontier mountain 95028,13.9,1.0
10714,frontier mountain 95029,8.3,1.0
10715,frontier mountain 95030,13.1,1.0
10716,frontier mountain 95031,0.5,1.0
10717,frontier mountain 95032,17.4,1.0
10718,frontier mountain 95033,23.9,1.0
10719,frontier mountain 95034,1.2,1.0
10720,frontier mountain 95035,4.8,1.0
10721,frontier mountain 95036,21.5,1.0
10722,frontier mountain 95037,0.5,1.0
10723,frontier mountain 95038,2.8,1.0
10724,frontier mountain 95039,1.2,1.0
10725,frontier mountain 95040,8.4,1.0
10726,frontier mountain 95041,15.7,1.0
10727,frontier mountain 95042,14.2,1.0
10728,frontier mountain 95043,5.7,1.0
10729,frontier mountain 95044,10.7,1.0
10730,frontier mountain 95045,6.1,1.0
10731,frontier mountain 95046,13.2,1.0
10732,frontier mountain 95047,3.6,1.0
10733,frontier mountain 95048,3.5,1.0
10734,frontier mountain 97001,4.8,1.0
10735,frontier mountain 97002,0.3,1.0
10736,frontier mountain 97003,0.2,1.0
10737,frontier mountain 97004,5.1,1.0
10738,frontier mountain 97005,1.0,1.0
10739,frontier mountain 97006,1.6,1.0
10740,frontier mountain 97007,2.3,1.0
10741,frontier mountain 97008,14.9,1.0
10742,frontier mountain 97009,0.8,1.0
10743,frontier mountain 97010,23.1,1.0
10744,frontier mountain 97011,0.8,1.0
10745,frontier mountain 97012,0.2,1.0
10746,frontier mountain 97013,21.4,1.0
10747,frontier mountain 97015,0.7,1.0
10748,frontier mountain 97016,5.1,1.0
10749,frontier mountain 97019,1.4,1.0
10750,frontier mountain 97020,6.0,1.0
10751,frontier mountain 97022,2.9,1.0
10752,frontier mountain 97023,2.5,1.0
10753,frontier mountain 97024,16.1,1.0
10754,frontier mountain 97025,28.2,1.0
10755,frontier mountain 97026,1.4,1.0
10756,frontier mountain 97027,20.5,1.0
10757,frontier mountain 97028,15.6,1.0
10758,frontier mountain 97029,26.1,1.0
10759,frontier mountain 97030,60.4,1.0
10760,frontier mountain 97031,1.9,1.0
10761,frontier mountain 97032,13.1,1.0
10762,frontier mountain 97033,29.1,1.0
10763,frontier mountain 97034,3.8,1.0
10764,frontier mountain 97035,5.1,1.0
10765,frontier mountain 97036,1.0,1.0
10766,frontier mountain 97037,0.6,1.0
10767,frontier mountain 97038,0.5,1.0
10768,frontier mountain 97039,1.3,1.0
10769,frontier mountain 97040,0.5,1.0
10770,frontier mountain 97041,7.8,1.0
10771,frontier mountain 97042,2.6,1.0
10772,frontier mountain 97043,1.1,1.0
10773,frontier mountain 97044,8.9,1.0
10774,frontier mountain 97045,14.9,1.0
10775,frontier mountain 97046,3.4,1.0
10776,frontier mountain 97047,0.8,1.0
10777,frontier mountain 97048,1.0,1.0
10778,frontier mountain 97049,2.9,1.0
10779,frontier mountain 97050,1.8,1.0
10780,frontier mountain 97051,6.6,1.0
10781,frontier mountain 97052,12.4,1.0
10782,frontier mountain 97053,11.3,1.0
10783,frontier mountain 97054,1.8,1.0
10784,frontier mountain 97055,9.1,1.0
10785,frontier mountain 97056,1.6,1.0
10786,frontier mountain 97058,8.9,1.0
10787,frontier mountain 97059,4.0,1.0
10788,frontier mountain 97060,6.1,1.0
10789,frontier mountain 97061,4.2,1.0
10790,frontier mountain 97062,5.6,1.0
10791,frontier mountain 97063,3.6,1.0
10792,frontier mountain 97064,3.5,1.0
10793,frontier mountain 97065,5.1,1.0
10794,frontier mountain 97066,1.8,1.0
10795,frontier mountain 99001,221.5,2.0
10796,frontier mountain 99002,1.0,1.0
10797,frontier mountain 99003,2.2,1.0
10798,frontier mountain 99004,0.7,1.0
10799,frontier mountain 99005,3.5,1.0
10800,frontier mountain 99007,16.3,1.0
10801,frontier mountain 99008,123.3,2.0
10802,frontier mountain 99009,6.3,1.0
10803,frontier mountain 99010,3.5,1.0
10804,frontier mountain 99011,8.4,1.0
10805,frontier mountain 99012,1.9,1.0
10806,frontier mountain 99013,10.7,1.0
10807,frontier mountain 99014,14.1,1.0
10808,frontier mountain 99015,4.4,1.0
10809,frontier mountain 99016,23.3,1.0
10810,frontier mountain 99017,0.9,1.0
10811,frontier mountain 99018,10.1,1.0
10812,frontier mountain 99019,8.3,1.0
10813,frontier mountain 99020,0.3,1.0
10814,frontier mountain 99021,127.9,2.0
10815,frontier mountain 99022,0.4,1.0
10816,frontier mountain 99023,0.3,1.0
10817,frontier mountain 99024,0.7,1.0
10818,frontier mountain 99025,297.8,2.0
10819,frontier mountain 99026,3.4,1.0
10820,frontier mountain 99027,8.2,1.0
10821,frontier mountain 99028,771.8,2.0
10822,frontier mountain 99029,8.1,1.0
10823,frontier mountain 99030,4.6,1.0
10824,frontier mountain 99031,201.6,2.0
10825,frontier mountain 99032,28.1,1.0
10826,frontier mountain 99033,3.5,1.0
10827,frontier mountain 99034,1.9,1.0
10828,frontier mountain 99035,3.3,1.0
10829,frontier mountain 99036,6.1,1.0
10830,frontier mountain 99037,19.6,1.0
10831,frontier mountain 99038,12.1,1.0
10832,frontier mountain 99039,4.0,1.0
10833,frontier mountain 99040,71.4,1.0
10834,fujian,,
34491,fukang,1003000.0,5.0
10835,fukue,7.3,1.0
10837,fuling,,
10841,fuzzy creek,2700.0,3.0
10842,gahanna,1201.0,3.0
10843,gail,4650.0,3.0
10844,gaines county park,13700.0,4.0
10847,galatia,23900.0,4.0
52414,galleta flat,392.0,2.0
10852,gan gan,83000.0,4.0
10855,gao-guenie (b),344.0,2.0
10856,garabato,160000.0,5.0
10857,garden head,1296.0,3.0
10858,gardner ridge 98400,77.8,1.0
10859,gardner ridge 98401,5.3,1.0
10862,garnett,4788.0,3.0
10863,garraf,8800.0,3.0
10864,garrison,5116.0,3.0
10865,gascoyne junction,10000.0,3.0
10867,gay gulch,483.0,2.0
10868,gaylord,8480.0,3.0
52031,gebel kamil,1600000.0,5.0
10871,genichesk,531.0,2.0
10872,geologists range 85700,2409.0,3.0
10873,geologists range 85701,438.6,2.0
10874,geologists range 99100,979.5,2.0
10875,geologists range 99101,383.9,2.0
10876,geologists range 99102,340.6,2.0
10877,geologists range 99103,119.3,2.0
10878,geologists range 99104,100.7,2.0
10879,geologists range 99105,51.9,1.0
10880,geologists range 99106,62.8,1.0
10881,geologists range 99107,50.6,1.0
10882,geologists range 99108,89.2,1.0
10883,geologists range 99109,129.3,2.0
10884,geologists range 99110,18.5,1.0
10885,geologists range 99111,12.4,1.0
10886,geologists range 99112,39.6,1.0
10887,geologists range 99113,34.8,1.0
10888,geologists range 99114,39.9,1.0
10889,geologists range 99115,8.9,1.0
10890,geologists range 99116,11.4,1.0
10891,geologists range 99117,4.4,1.0
10892,geologists range 99118,1.1,1.0
10893,geologists range 99119,11.4,1.0
10894,geologists range 99120,0.5,1.0
10895,geologists range 99121,3.6,1.0
10896,geologists range 99122,0.9,1.0
10897,geologists range 99123,2.6,1.0
10898,geologists range 99124,3.2,1.0
10899,geologists range 99125,2.7,1.0
10900,geologists range 99126,0.3,1.0
10901,geologists range 99127,0.4,1.0
10902,geologists range 99128,5.2,1.0
10903,geologists range 99129,579.9,2.0
10904,georgetown,687.0,2.0
10905,georgetown (iron),5000.0,3.0
10906,gerona,148.0,2.0
10907,gerzeh,,
10908,ghéizel,375.0,2.0
10909,gheriat 001,20.8,1.0
10910,gheriat 002,1125.0,3.0
10911,ghubara,1750000.0,5.0
10912,gibeon,26000000.0,5.0
10913,gibson,67.1,1.0
30664,gila bend,3700.0,3.0
10915,gilgoin,147000.0,5.0
10916,gilzem,436.0,2.0
10918,giroux,4275.0,3.0
10920,gladstone (iron),736600.0,5.0
10921,gladstone (stone),57300.0,4.0
10927,glasgow,20400.0,4.0
10928,glasston,1990.0,3.0
10932,glen rose (iron),11000.0,4.0
10933,glenormiston,40800.0,4.0
10934,glenrothes,13.0,1.0
10935,glorieta mountain,148000.0,5.0
10937,gnowangerup,33600.0,4.0
10938,goalpara,2700.0,3.0
10939,gobabeb,27000.0,4.0
10940,gold basin,61000.0,4.0
10941,golden mile,378.8,2.0
10942,golden rule,797.6,2.0
10943,goldstone dry lake,1.1,1.0
10944,gomez,47000.0,4.0
10945,goodland,3628.0,3.0
10946,goose creek,2132.3,3.0
10947,goose lake,1169500.0,5.0
34019,goronyo,11000.0,4.0
30665,gourara,1272.0,3.0
52859,gove,0.0,1.0
10950,governador valadares,158.0,2.0
10951,grady (1933),4230.0,3.0
10952,grady (1937),9300.0,3.0
10953,grady (c),5700.0,3.0
10954,granada creek,479.0,2.0
10955,grand rapids,51700.0,4.0
47730,grandview,6400.0,3.0
10957,grant,525000.0,5.0
10958,grant county,2300.0,3.0
10959,grassland,4400.0,3.0
45013,graves nunataks 06100,421.8,2.0
45014,graves nunataks 06101,3555.0,3.0
46018,graves nunataks 06102,12497.5,4.0
47367,graves nunataks 06103,1015.8,3.0
47368,graves nunataks 06104,5691.0,3.0
47369,graves nunataks 06105,4155.5,3.0
48692,graves nunataks 06106,4530.0,3.0
47370,graves nunataks 06107,3657.4,3.0
48693,graves nunataks 06108,2323.4,3.0
48694,graves nunataks 06109,1618.9,3.0
49524,graves nunataks 06110,205.4,2.0
49525,graves nunataks 06111,599.6,2.0
48695,graves nunataks 06112,996.3,2.0
48696,graves nunataks 06113,1254.7,3.0
48697,graves nunataks 06114,906.7,2.0
47371,graves nunataks 06115,456.3,2.0
49526,graves nunataks 06116,1853.3,3.0
49527,graves nunataks 06117,1022.5,3.0
47372,graves nunataks 06118,775.6,2.0
47373,graves nunataks 06119,1175.7,3.0
47374,graves nunataks 06120,1171.3,3.0
47375,graves nunataks 06121,1072.8,3.0
47376,graves nunataks 06122,466.3,2.0
47377,graves nunataks 06123,965.0,2.0
47378,graves nunataks 06124,499.1,2.0
47379,graves nunataks 06125,487.2,2.0
49528,graves nunataks 06126,682.1,2.0
47380,graves nunataks 06127,254.1,2.0
45015,graves nunataks 06128,447.6,2.0
45016,graves nunataks 06129,196.5,2.0
45017,graves nunataks 06130,13.6,1.0
45018,graves nunataks 06131,7.3,1.0
47381,graves nunataks 06132,136.5,2.0
47382,graves nunataks 06133,234.0,2.0
47383,graves nunataks 06134,89.4,1.0
47384,graves nunataks 06135,207.5,2.0
47385,graves nunataks 06136,170.3,2.0
47386,graves nunataks 06137,198.7,2.0
47387,graves nunataks 06138,134.6,2.0
47388,graves nunataks 06139,148.0,2.0
49529,graves nunataks 06140,139.3,2.0
49530,graves nunataks 06141,135.4,2.0
49531,graves nunataks 06142,111.3,2.0
49532,graves nunataks 06143,244.3,2.0
49533,graves nunataks 06144,57.2,1.0
49534,graves nunataks 06145,84.9,1.0
49535,graves nunataks 06146,192.4,2.0
49536,graves nunataks 06147,143.5,2.0
49537,graves nunataks 06148,362.6,2.0
49538,graves nunataks 06149,60.1,1.0
46019,graves nunataks 06150,179.5,2.0
46020,graves nunataks 06151,63.4,1.0
46021,graves nunataks 06152,126.4,2.0
46022,graves nunataks 06153,106.2,2.0
46023,graves nunataks 06154,38.8,1.0
46024,graves nunataks 06155,24.9,1.0
46025,graves nunataks 06156,7.0,1.0
45019,graves nunataks 06157,0.8,1.0
46026,graves nunataks 06158,1.3,1.0
46027,graves nunataks 06159,5.2,1.0
46028,graves nunataks 06160,1.2,1.0
46029,graves nunataks 06161,0.5,1.0
46030,graves nunataks 06162,42.1,1.0
46031,graves nunataks 06163,20.2,1.0
46032,graves nunataks 06164,11.4,1.0
46033,graves nunataks 06165,3.0,1.0
46034,graves nunataks 06166,15.5,1.0
46035,graves nunataks 06167,4.9,1.0
46036,graves nunataks 06168,1.8,1.0
46037,graves nunataks 06169,4.1,1.0
47389,graves nunataks 06170,191.2,2.0
47390,graves nunataks 06171,233.0,2.0
45020,graves nunataks 06172,21.1,1.0
45021,graves nunataks 06173,5.5,1.0
49539,graves nunataks 06174,95.8,1.0
49540,graves nunataks 06175,73.3,1.0
49541,graves nunataks 06176,95.8,1.0
49542,graves nunataks 06177,92.7,1.0
49543,graves nunataks 06178,37.0,1.0
49544,graves nunataks 06179,46.1,1.0
46038,graves nunataks 06180,23.7,1.0
10960,graves nunataks 95200,25066.1,4.0
46039,graves nunataks 06181,50.4,1.0
46040,graves nunataks 06182,30.7,1.0
46041,graves nunataks 06183,7.1,1.0
46042,graves nunataks 06184,37.4,1.0
46043,graves nunataks 06185,54.4,1.0
46044,graves nunataks 06186,9.5,1.0
46045,graves nunataks 06187,2.7,1.0
46046,graves nunataks 06188,7.5,1.0
45022,graves nunataks 06189,2.9,1.0
46047,graves nunataks 06190,12.7,1.0
46048,graves nunataks 06191,10.1,1.0
46049,graves nunataks 06192,32.4,1.0
46050,graves nunataks 06193,4.2,1.0
46051,graves nunataks 06194,3.3,1.0
46052,graves nunataks 06195,6.2,1.0
46053,graves nunataks 06196,12.0,1.0
46054,graves nunataks 06197,11.7,1.0
46055,graves nunataks 06198,8.4,1.0
46056,graves nunataks 06199,6.0,1.0
46057,graves nunataks 06200,158.6,2.0
46058,graves nunataks 06201,91.6,1.0
46059,graves nunataks 06202,65.6,1.0
46060,graves nunataks 06203,63.6,1.0
46069,graves nunataks 06217,5.3,1.0
46070,graves nunataks 06218,1.6,1.0
46071,graves nunataks 06219,4.0,1.0
46072,graves nunataks 06220,4.5,1.0
46073,graves nunataks 06221,0.4,1.0
46074,graves nunataks 06222,1.1,1.0
46075,graves nunataks 06223,9.2,1.0
46076,graves nunataks 06224,3.8,1.0
46077,graves nunataks 06225,1.0,1.0
46078,graves nunataks 06226,2.2,1.0
46079,graves nunataks 06227,13.8,1.0
46080,graves nunataks 06228,10.9,1.0
46081,graves nunataks 06229,7.2,1.0
46082,graves nunataks 06230,3.3,1.0
46083,graves nunataks 06231,3.2,1.0
46084,graves nunataks 06232,7.5,1.0
46085,graves nunataks 06233,7.3,1.0
46086,graves nunataks 06234,4.1,1.0
10961,graves nunataks 95201,2990.5,3.0
10962,graves nunataks 95202,2006.4,3.0
10963,graves nunataks 95203,1205.9,3.0
10964,graves nunataks 95204,1173.7,3.0
10965,graves nunataks 95205,1459.8,3.0
10966,graves nunataks 95206,933.2,2.0
10967,graves nunataks 95207,914.2,2.0
10968,graves nunataks 95208,778.3,2.0
10969,graves nunataks 95209,948.8,2.0
10970,graves nunataks 95210,550.4,2.0
10971,graves nunataks 95211,518.8,2.0
10972,graves nunataks 95212,444.1,2.0
10973,graves nunataks 95213,372.8,2.0
10974,graves nunataks 95214,204.5,2.0
10975,graves nunataks 95215,320.6,2.0
10976,graves nunataks 95216,129.1,2.0
10977,graves nunataks 95217,134.0,2.0
10978,graves nunataks 95218,79.09999999999998,1.0
10979,graves nunataks 95219,100.8,2.0
10980,graves nunataks 95220,55.8,1.0
10981,graves nunataks 95221,14.9,1.0
10982,graves nunataks 95222,19.4,1.0
10983,graves nunataks 95223,20.2,1.0
10984,graves nunataks 95224,3.1,1.0
10985,graves nunataks 95225,2.7,1.0
10986,graves nunataks 95226,16.6,1.0
10987,graves nunataks 95227,36.4,1.0
10988,graves nunataks 95228,52.2,1.0
10989,graves nunataks 95229,128.9,2.0
10990,graves nunataks 95230,53.4,1.0
35748,grosvenor mountains 03041,183.8,2.0
10991,graves nunataks 95231,16.2,1.0
10992,graves nunataks 95232,68.9,1.0
10993,graves nunataks 98001,7296.7,3.0
10994,graves nunataks 98002,735.4,2.0
10995,graves nunataks 98003,426.7,2.0
10996,graves nunataks 98004,721.9,2.0
10997,graves nunataks 98005,202.9,2.0
10998,graves nunataks 98006,163.7,2.0
10999,graves nunataks 98007,82.1,1.0
11000,graves nunataks 98008,120.1,2.0
11001,graves nunataks 98009,116.9,2.0
11002,graves nunataks 98010,140.3,2.0
11003,graves nunataks 98011,104.5,2.0
11004,graves nunataks 98012,530.0,2.0
11005,graves nunataks 98013,697.5,2.0
11006,graves nunataks 98014,1130.7,3.0
11007,graves nunataks 98015,1201.9,3.0
11008,graves nunataks 98016,512.8,2.0
11009,graves nunataks 98017,341.8,2.0
11010,graves nunataks 98018,315.4,2.0
11011,graves nunataks 98019,95.5,1.0
11012,graves nunataks 98020,200.9,2.0
11013,graves nunataks 98021,81.3,1.0
11014,graves nunataks 98022,62.7,1.0
11015,graves nunataks 98023,136.7,2.0
11016,graves nunataks 98024,59.1,1.0
