latitude,longitude,hemisphere_ns,hemisphere_ew,location_quality,location_key
19.61612,57.2698,north,east,valid,1526
19.64073,57.28857,north,east,valid,1527
19.66453,57.3334,north,east,valid,1528
19.53112,57.08427,north,east,valid,1529
19.3421,57.1693,north,east,valid,1530
19.31468,57.27343,north,east,valid,1531
19.40518,57.26818,north,east,valid,1532
19.40772,57.29878,north,east,valid,1533
19.44533,57.02345,north,east,valid,1534
19.40412,57.27497,north,east,valid,1535
19.32092,57.22977,north,east,valid,1536
19.51053,57.1292,north,east,valid,1537
19.22597,57.54063,north,east,valid,1538
19.14025,57.58427,north,east,valid,1539
19.26795,57.13412,north,east,valid,1540
19.18798,57.10978,north,east,valid,1541
22.80487,55.32742,north,east,valid,1542
22.79853,55.31673,north,east,valid,1543
22.74862,55.37323,north,east,valid,1544
22.74733,55.39522,north,east,valid,1545
22.73342,55.33122,north,east,valid,1546
22.73743,55.3191,north,east,valid,1547
22.73393,55.3204,north,east,valid,1548
22.73797,55.32125,north,east,valid,1549
22.75747,55.41402,north,east,valid,1550
22.74868,55.47218,north,east,valid,1551
22.75978,55.3908,north,east,valid,1552
22.67752,55.34027,north,east,valid,1553
22.68423,55.33652,north,east,valid,1554
22.68598,55.32092,north,east,valid,1555
22.68922,55.32087,north,east,valid,1556
22.69813,55.3336,north,east,valid,1557
22.73852,55.36247,north,east,valid,1558
40.33333,81.25,north,east,valid,1559
32.9,-105.93333,north,west,valid,1560
37.46667,-105.86667,north,west,valid,1561
42.33333,93.0,north,east,valid,1562
41.5,-104.1,north,west,valid,1563
41.41667,-104.1,north,west,valid,1564
46.83333,-117.25,north,west,valid,1565
28.83333,-105.86667,north,west,valid,1566
25.05,-106.0,north,west,valid,1567
35.75,-81.25,north,west,valid,1568
-27.08333,-70.58333,south,west,valid,1569
19.83333,54.08333,north,east,valid,1570
19.7,53.96667,north,east,valid,1571
44.65,-87.46667,north,west,valid,1572
-23.33333,134.11667,south,east,valid,1573
67.88333,167.5,north,east,valid,1574
20.7,52.83333,north,east,valid,1575
37.86667,-117.4,north,west,valid,1576
32.306,-108.9038,north,west,valid,1577
20.6,44.88333,north,east,valid,1578
-76.71695,158.76862,south,east,valid,1579
-76.74253,158.84305,south,east,valid,1580
-76.71128,158.79283,south,east,valid,1581
-76.70522,158.77838,south,east,valid,1582
-76.70558,158.77587,south,east,valid,1583
-76.70552,158.77583,south,east,valid,1584
-76.70552,158.77485,south,east,valid,1585
-76.71215,158.77527,south,east,valid,1586
-76.71263,158.77862,south,east,valid,1587
-76.71255,158.7786,south,east,valid,1588
-76.71733,158.77398,south,east,valid,1589
-76.74403,159.37238,south,east,valid,1590
-76.74245,159.37458,south,east,valid,1591
-76.97691,156.93841,south,east,valid,1592
-76.88426,156.93086,south,east,valid,1593
-77.04666,157.24407,south,east,valid,1594
-76.89661,156.99137,south,east,valid,1595
-77.05074,157.19834,south,east,valid,1596
-77.04867,157.18333,south,east,valid,1597
-77.03788,157.2516,south,east,valid,1598
-76.97697,156.91541,south,east,valid,1599
-76.96353,156.9203,south,east,valid,1600
-77.02778,157.03028,south,east,valid,1601
-77.03342,157.25235,south,east,valid,1602
-76.91278,156.97551,south,east,valid,1603
-76.96674,156.91777,south,east,valid,1604
-76.97126,156.90291,south,east,valid,1605
-77.03648,157.23968,south,east,valid,1606
-76.97442,156.90877,south,east,valid,1607
-77.03694,157.04639,south,east,valid,1608
-77.04025,157.2305,south,east,valid,1609
-77.04408,157.2676,south,east,valid,1610
-76.9791,156.92267,south,east,valid,1611
-76.90581,157.00988,south,east,valid,1612
-77.03722,157.23658,south,east,valid,1613
-76.98507,156.90009,south,east,valid,1614
-76.94677,156.92971,south,east,valid,1615
-77.03811,157.24166,south,east,valid,1616
-76.98262,156.90998,south,east,valid,1617
-76.90692,157.0235,south,east,valid,1618
-76.96966,156.90165,south,east,valid,1619
-76.96339,156.91969,south,east,valid,1620
-76.97495,156.91895,south,east,valid,1621
-77.04237,157.25116,south,east,valid,1622
-76.88366,156.92815,south,east,valid,1623
-76.97583,156.94856,south,east,valid,1624
-76.90256,157.02793,south,east,valid,1625
-76.88761,156.93792,south,east,valid,1626
-76.91276,156.97559,south,east,valid,1627
-76.90694,157.02548,south,east,valid,1628
-77.02778,157.02833,south,east,valid,1629
-76.97795,156.92687,south,east,valid,1630
-77.05047,157.25814,south,east,valid,1631
-77.04673,157.28252,south,east,valid,1632
-77.03743,157.23679,south,east,valid,1633
-76.89166,156.96457,south,east,valid,1634
-76.92489,156.93821,south,east,valid,1635
-77.04713,157.28227,south,east,valid,1636
-76.72109,158.73715,south,east,valid,1637
-76.71158,158.77453,south,east,valid,1638
-76.71111,159.42472,south,east,valid,1639
-76.81849,158.15713,south,east,valid,1640
-76.74472,159.40472,south,east,valid,1641
-76.7188,158.77155,south,east,valid,1642
-76.76806,159.33944,south,east,valid,1643
-76.69167,159.37306,south,east,valid,1644
-76.82204,158.20666,south,east,valid,1645
-76.76991,158.1405,south,east,valid,1646
-76.69389,159.3875,south,east,valid,1647
-76.71356,158.77754,south,east,valid,1648
-76.75889,159.34611,south,east,valid,1649
-76.82229,158.23233,south,east,valid,1650
-76.82221,158.21305,south,east,valid,1651
-76.82256,158.20601,south,east,valid,1652
-76.82235,158.20609,south,east,valid,1653
-76.82236,158.24213,south,east,valid,1654
-76.82229,158.24188,south,east,valid,1655
-76.81315,158.06767,south,east,valid,1656
-76.69694,159.39028,south,east,valid,1657
-76.81791,158.19091,south,east,valid,1658
-76.82248,158.20557,south,east,valid,1659
-76.82106,158.21255,south,east,valid,1660
-76.69139,159.3825,south,east,valid,1661
-76.82234,158.21493,south,east,valid,1662
-76.82234,158.215,south,east,valid,1663
-76.72278,159.36972,south,east,valid,1664
-76.8243,158.22801,south,east,valid,1665
-76.69111,159.38444,south,east,valid,1666
-76.69361,159.39167,south,east,valid,1667
-76.82214,158.23429,south,east,valid,1668
-76.69167,159.38472,south,east,valid,1669
-76.69944,159.39056,south,east,valid,1670
-76.82228,158.21366,south,east,valid,1671
-76.69639,159.39556,south,east,valid,1672
-76.82235,158.21503,south,east,valid,1673
-76.71769,159.36411,south,east,valid,1674
-76.69806,159.3975,south,east,valid,1675
-76.69083,159.37139,south,east,valid,1676
-76.82236,158.21482,south,east,valid,1677
-76.81765,158.19001,south,east,valid,1678
-76.82199,158.21505,south,east,valid,1679
-76.82133,158.17741,south,east,valid,1680
-76.82268,158.21812,south,east,valid,1681
-76.82584,158.22437,south,east,valid,1682
-76.69917,159.39861,south,east,valid,1683
-76.69694,159.39695,south,east,valid,1684
-76.69167,159.38528,south,east,valid,1685
-76.71667,159.66667,south,east,valid,1686
-76.82326,158.21348,south,east,valid,1687
-76.71838,158.76949,south,east,valid,1688
-76.82277,158.21888,south,east,valid,1689
-76.69889,159.39833,south,east,valid,1690
-76.82197,158.21415,south,east,valid,1691
-76.69389,159.38945,south,east,valid,1692
-76.80682,158.03566,south,east,valid,1693
-76.82193,158.21327,south,east,valid,1694
-76.74,159.38167,south,east,valid,1695
-76.71602,158.73123,south,east,valid,1696
-76.71893,158.771,south,east,valid,1697
-76.77111,159.2875,south,east,valid,1698
-76.72038,158.76546,south,east,valid,1699
-76.71088,158.78134,south,east,valid,1700
-76.71951,158.76862,south,east,valid,1701
-76.74194,159.38083,south,east,valid,1702
-76.81435,158.13615,south,east,valid,1703
-76.69944,159.12306,south,east,valid,1704
-76.82202,158.13059,south,east,valid,1705
-76.8128,158.11533,south,east,valid,1706
-76.71424,158.80149,south,east,valid,1707
-76.77046,158.15787,south,east,valid,1708
-76.98533,156.87608,south,east,valid,1709
-77.04164,157.15458,south,east,valid,1710
-76.96968,156.9094,south,east,valid,1711
-76.96391,156.90554,south,east,valid,1712
-77.04139,157.05861,south,east,valid,1713
-76.96393,156.90753,south,east,valid,1714
-76.987,156.87283,south,east,valid,1715
-77.04639,157.07722,south,east,valid,1716
-76.92031,156.77355,south,east,valid,1717
-76.74254,158.82886,south,east,valid,1718
-76.73217,158.6696,south,east,valid,1719
-76.73156,158.67942,south,east,valid,1720
-76.89102,156.89321,south,east,valid,1721
-76.76228,158.77438,south,east,valid,1722
-76.87783,158.50193,south,east,valid,1723
10.26667,40.56667,north,east,valid,1724
-76.88238,158.57931,south,east,valid,1725
-76.86569,158.52417,south,east,valid,1726
-76.88572,158.61378,south,east,valid,1727
-76.87851,158.61831,south,east,valid,1728
-76.88304,158.53214,south,east,valid,1729
-76.8982,158.59203,south,east,valid,1730
-76.88435,158.67508,south,east,valid,1731
-76.88495,158.60279,south,east,valid,1732
-76.88429,158.58777,south,east,valid,1733
-76.88322,158.662,south,east,valid,1734
-76.86224,158.51818,south,east,valid,1735
-76.84714,158.50969,south,east,valid,1736
-76.86997,158.53785,south,east,valid,1737
-76.85453,158.50622,south,east,valid,1738
-76.77022,158.80784,south,east,valid,1739
-76.89846,158.58451,south,east,valid,1740
-76.872,158.54311,south,east,valid,1741
-77.02267,157.02695,south,east,valid,1742
-76.90111,156.78436,south,east,valid,1743
-76.77066,158.8921,south,east,valid,1744
-77.04239,157.07331,south,east,valid,1745
-77.04114,157.08925,south,east,valid,1746
-77.03891,157.07356,south,east,valid,1747
-77.0394,157.07168,south,east,valid,1748
-76.74378,158.8388,south,east,valid,1749
-77.03948,157.0721,south,east,valid,1750
-76.99221,156.97646,south,east,valid,1751
-76.89532,156.83534,south,east,valid,1752
-76.97931,156.96098,south,east,valid,1753
-76.88906,157.05112,south,east,valid,1754
-76.89316,156.95714,south,east,valid,1755
-77.0397,157.0719,south,east,valid,1756
-76.99528,156.97546,south,east,valid,1757
-77.04288,157.07299,south,east,valid,1758
-77.03954,157.07239,south,east,valid,1759
-77.04295,157.07145,south,east,valid,1760
-77.03943,157.07162,south,east,valid,1761
-76.97908,156.96165,south,east,valid,1762
-77.03953,157.07168,south,east,valid,1763
-77.03936,157.07256,south,east,valid,1764
-77.03955,157.07117,south,east,valid,1765
-77.01641,156.97949,south,east,valid,1766
-77.03939,157.07174,south,east,valid,1767
-76.95067,156.93497,south,east,valid,1768
-77.02037,157.00819,south,east,valid,1769
-76.7406,158.81318,south,east,valid,1770
-76.72944,158.74157,south,east,valid,1771
-76.83592,158.25518,south,east,valid,1772
-77.02175,156.99984,south,east,valid,1773
-76.76988,158.80378,south,east,valid,1774
-76.89371,156.98032,south,east,valid,1775
-76.99289,156.95507,south,east,valid,1776
-76.92062,156.8752,south,east,valid,1777
-76.98268,156.9338,south,east,valid,1778
-76.91491,156.9387,south,east,valid,1779
-76.89909,156.83414,south,east,valid,1780
-76.72597,158.64803,south,east,valid,1781
-76.72477,158.71596,south,east,valid,1782
-76.92766,156.94055,south,east,valid,1783
-76.75137,158.84018,south,east,valid,1784
-76.90824,156.8802,south,east,valid,1785
-76.83571,158.26384,south,east,valid,1786
-76.91608,156.97014,south,east,valid,1787
-77.02126,156.98388,south,east,valid,1788
-76.72144,158.76413,south,east,valid,1789
-76.99148,156.96855,south,east,valid,1790
-76.96265,156.92887,south,east,valid,1791
-77.0238,157.01072,south,east,valid,1792
-76.90892,156.87924,south,east,valid,1793
-76.89722,156.8853,south,east,valid,1794
-76.92365,156.95124,south,east,valid,1795
-76.89074,157.05899,south,east,valid,1796
-76.76679,158.79649,south,east,valid,1797
-76.89684,156.88501,south,east,valid,1798
-76.72553,158.71679,south,east,valid,1799
-77.04172,157.02258,south,east,valid,1800
-76.90892,156.8798,south,east,valid,1801
-76.90225,156.92287,south,east,valid,1802
-76.90637,156.96454,south,east,valid,1803
-76.82607,158.22142,south,east,valid,1804
-77.03872,157.21351,south,east,valid,1805
-76.89987,156.97472,south,east,valid,1806
-76.86669,158.52076,south,east,valid,1807
-76.87818,157.00095,south,east,valid,1808
-76.93506,156.91791,south,east,valid,1809
-76.83027,158.31856,south,east,valid,1810
-76.91001,156.72089,south,east,valid,1811
-76.87519,156.98999,south,east,valid,1812
-76.87679,156.99721,south,east,valid,1813
-76.74282,158.83369,south,east,valid,1814
-76.91024,156.79453,south,east,valid,1815
-76.75705,158.76999,south,east,valid,1816
-77.01648,156.97919,south,east,valid,1817
-76.75498,158.76252,south,east,valid,1818
-76.88744,156.93344,south,east,valid,1819
-77.04441,157.14714,south,east,valid,1820
-76.90198,156.76583,south,east,valid,1821
-76.75371,158.76659,south,east,valid,1822
-76.75568,158.76154,south,east,valid,1823
-76.74202,159.28689,south,east,valid,1824
-76.90657,156.81312,south,east,valid,1825
-76.74688,158.8072,south,east,valid,1826
-76.9768,156.91717,south,east,valid,1827
-77.04366,157.09028,south,east,valid,1828
-76.82442,158.38274,south,east,valid,1829
-76.9095,156.69457,south,east,valid,1830
-76.72107,159.35988,south,east,valid,1831
-76.90169,156.78514,south,east,valid,1832
-76.90505,156.94032,south,east,valid,1833
-76.72513,158.7146,south,east,valid,1834
-76.67555,159.30823,south,east,valid,1835
-76.74281,158.83348,south,east,valid,1836
-76.72475,158.7157,south,east,valid,1837
-76.73658,158.8256,south,east,valid,1838
-76.89442,156.85552,south,east,valid,1839
-76.70706,158.73423,south,east,valid,1840
-76.71094,158.74709,south,east,valid,1841
-76.91616,156.82442,south,east,valid,1842
-76.71597,159.36685,south,east,valid,1843
-76.72553,158.71352,south,east,valid,1844
-77.01706,156.96282,south,east,valid,1845
-76.90232,156.83867,south,east,valid,1846
-76.90037,156.77608,south,east,valid,1847
-76.97272,156.90759,south,east,valid,1848
-77.03962,157.14771,south,east,valid,1849
-76.72618,158.71187,south,east,valid,1850
-76.71035,158.78026,south,east,valid,1851
-76.7528,158.76289,south,east,valid,1852
-77.0238,156.99656,south,east,valid,1853
-76.90681,156.84795,south,east,valid,1854
-77.01141,156.94615,south,east,valid,1855
-76.75194,158.80602,south,east,valid,1856
-76.96327,156.92228,south,east,valid,1857
-76.95195,156.91759,south,east,valid,1858
-76.70911,158.73826,south,east,valid,1859
-76.91719,156.88659,south,east,valid,1860
-76.72522,158.71588,south,east,valid,1861
-76.71033,158.78075,south,east,valid,1862
-77.02435,156.97828,south,east,valid,1863
-76.75323,158.76609,south,east,valid,1864
-76.98859,156.96088,south,east,valid,1865
-76.90682,156.71998,south,east,valid,1866
-76.90557,156.85267,south,east,valid,1867
-76.68787,159.35846,south,east,valid,1868
-76.87213,156.98764,south,east,valid,1869
-76.89695,156.9656,south,east,valid,1870
-76.72351,158.70345,south,east,valid,1871
-76.92288,156.81638,south,east,valid,1872
-76.71086,158.72872,south,east,valid,1873
-76.71427,158.77844,south,east,valid,1874
-76.89216,157.07175,south,east,valid,1875
-76.82065,158.25808,south,east,valid,1876
-76.72679,159.15597,south,east,valid,1877
-76.70446,159.38647,south,east,valid,1878
-76.69004,159.35472,south,east,valid,1879
-76.71881,158.65853,south,east,valid,1880
-76.7478,158.84629,south,east,valid,1881
-76.75606,158.78074,south,east,valid,1882
-76.98612,156.87504,south,east,valid,1883
-76.75732,158.9042,south,east,valid,1884
-76.82169,158.21104,south,east,valid,1885
-76.7285,159.26298,south,east,valid,1886
-76.95201,156.93536,south,east,valid,1887
-76.69029,159.38336,south,east,valid,1888
-76.71105,158.74719,south,east,valid,1889
-76.80065,158.12891,south,east,valid,1890
-77.05109,157.06566,south,east,valid,1891
-76.69406,159.35644,south,east,valid,1892
-76.75729,158.90418,south,east,valid,1893
-76.99829,156.93829,south,east,valid,1894
-76.68431,159.3422,south,east,valid,1895
-76.74662,158.85187,south,east,valid,1896
-76.82192,158.24979,south,east,valid,1897
-76.65807,159.32555,south,east,valid,1898
-76.71976,158.68913,south,east,valid,1899
-76.75272,158.76745,south,east,valid,1900
-76.71444,158.70131,south,east,valid,1901
-76.68361,159.33783,south,east,valid,1902
-76.82219,158.32775,south,east,valid,1903
-76.68029,159.34296,south,east,valid,1904
-76.90674,156.82425,south,east,valid,1905
-76.72364,159.41487,south,east,valid,1906
-76.69848,159.39858,south,east,valid,1907
-76.67941,159.34173,south,east,valid,1908
-76.75722,158.90399,south,east,valid,1909
-76.80287,158.16296,south,east,valid,1910
-76.95666,156.90066,south,east,valid,1911
-76.75725,158.78341,south,east,valid,1912
-76.7574,158.90775,south,east,valid,1913
-76.71905,158.76475,south,east,valid,1914
-76.81428,158.14376,south,east,valid,1915
-76.89116,156.89215,south,east,valid,1916
-76.89031,156.99504,south,east,valid,1917
-76.75149,158.76535,south,east,valid,1918
-76.95208,156.93724,south,east,valid,1919
-76.96206,156.93099,south,east,valid,1920
-76.69843,159.39841,south,east,valid,1921
-76.77051,158.81479,south,east,valid,1922
-76.90272,156.85108,south,east,valid,1923
-76.76216,158.79286,south,east,valid,1924
-76.67544,159.30823,south,east,valid,1925
-76.88141,158.58062,south,east,valid,1926
-76.67946,159.34206,south,east,valid,1927
-76.8209,158.25076,south,east,valid,1928
-77.0203,156.91357,south,east,valid,1929
-77.01978,156.91549,south,east,valid,1930
-77.00107,156.91147,south,east,valid,1931
-76.75646,158.91429,south,east,valid,1932
-76.88861,157.03,south,east,valid,1933
-76.67395,159.32548,south,east,valid,1934
-77.02619,156.91944,south,east,valid,1935
-76.69405,159.38838,south,east,valid,1936
-76.65827,159.32682,south,east,valid,1937
-76.67709,159.30462,south,east,valid,1938
-76.71175,158.78789,south,east,valid,1939
-76.6836,159.34932,south,east,valid,1940
-76.73228,158.81663,south,east,valid,1941
-76.75647,158.91425,south,east,valid,1942
-76.9028,156.95373,south,east,valid,1943
-76.71074,158.74629,south,east,valid,1944
-76.7119,158.72942,south,east,valid,1945
-76.95262,156.9376,south,east,valid,1946
-76.75174,158.76483,south,east,valid,1947
-76.70984,159.3266,south,east,valid,1948
-76.69863,159.39845,south,east,valid,1949
-76.80207,158.15703,south,east,valid,1950
-76.68787,159.35847,south,east,valid,1951
-76.76681,158.7999,south,east,valid,1952
-76.97482,156.92322,south,east,valid,1953
-76.80333,158.16446,south,east,valid,1954
-76.90362,157.00926,south,east,valid,1955
-76.96351,156.93272,south,east,valid,1956
-76.86689,158.52155,south,east,valid,1957
-76.90913,156.99222,south,east,valid,1958
-76.69255,159.39066,south,east,valid,1959
-76.98428,156.87774,south,east,valid,1960
-76.75691,158.91155,south,east,valid,1961
-76.95501,156.93549,south,east,valid,1962
-76.89871,156.79221,south,east,valid,1963
-76.96688,156.92161,south,east,valid,1964
-76.99141,156.97536,south,east,valid,1965
-76.9522,156.93703,south,east,valid,1966
-76.7065,158.7323,south,east,valid,1967
-76.96217,156.93101,south,east,valid,1968
-76.9061,156.8297,south,east,valid,1969
-76.7137,158.78281,south,east,valid,1970
-76.73253,159.18976,south,east,valid,1971
-76.90584,156.83258,south,east,valid,1972
-76.72034,158.68736,south,east,valid,1973
-76.75813,158.92426,south,east,valid,1974
-77.05037,157.19686,south,east,valid,1975
-76.8389,156.45213,south,east,valid,1976
-76.91661,156.53194,south,east,valid,1977
-76.90286,156.86987,south,east,valid,1978
-77.035,157.18083,south,east,valid,1979
-76.9776,156.9358,south,east,valid,1980
-76.85224,156.31748,south,east,valid,1981
-76.90541,156.88223,south,east,valid,1982
-76.83662,156.14151,south,east,valid,1983
-76.83697,156.14036,south,east,valid,1984
-76.83631,156.14247,south,east,valid,1985
-76.82728,156.16645,south,east,valid,1986
-77.035,157.18333,south,east,valid,1987
-76.89057,156.46268,south,east,valid,1988
-76.91791,156.70947,south,east,valid,1989
-76.90892,156.52294,south,east,valid,1990
-76.99984,156.95922,south,east,valid,1991
-76.9033,156.75663,south,east,valid,1992
-76.88268,156.49194,south,east,valid,1993
-76.91508,156.53178,south,east,valid,1994
-76.90701,156.78603,south,east,valid,1995
-76.85498,156.46606,south,east,valid,1996
-76.84391,156.36709,south,east,valid,1997
-76.83755,156.41507,south,east,valid,1998
-76.84525,156.43343,south,east,valid,1999
-76.85539,156.47991,south,east,valid,2000
-76.85858,156.26751,south,east,valid,2001
-76.91433,156.63032,south,east,valid,2002
-76.84829,156.43594,south,east,valid,2003
-76.83961,156.40872,south,east,valid,2004
-76.88918,156.51355,south,east,valid,2005
-76.89914,156.5252,south,east,valid,2006
-76.86321,156.43632,south,east,valid,2007
-76.86198,156.43418,south,east,valid,2008
-76.92308,156.58744,south,east,valid,2009
-76.73732,159.39194,south,east,valid,2010
-76.83831,156.33386,south,east,valid,2011
-76.75225,159.38956,south,east,valid,2012
-76.82632,156.13873,south,east,valid,2013
-76.90414,156.68119,south,east,valid,2014
-76.81776,156.03075,south,east,valid,2015
-76.70547,159.38484,south,east,valid,2016
-76.90211,156.8671,south,east,valid,2017
-76.91425,156.5072,south,east,valid,2018
-76.70541,159.38493,south,east,valid,2019
-76.85985,156.43234,south,east,valid,2020
-76.90369,156.87059,south,east,valid,2021
-76.86304,156.51124,south,east,valid,2022
-76.75243,159.38912,south,east,valid,2023
-76.87975,156.49207,south,east,valid,2024
-76.87869,156.49742,south,east,valid,2025
-76.83928,156.46772,south,east,valid,2026
-76.82352,156.13328,south,east,valid,2027
-76.90146,156.70958,south,east,valid,2028
-76.84514,156.45805,south,east,valid,2029
-76.90372,156.75302,south,east,valid,2030
-76.84703,156.32009,south,east,valid,2031
-76.8422,156.44009,south,east,valid,2032
-76.91077,156.6584,south,east,valid,2033
-76.90145,156.68738,south,east,valid,2034
-76.84005,156.22913,south,east,valid,2035
-76.84217,156.39145,south,east,valid,2036
-76.84511,156.20617,south,east,valid,2037
-76.86188,156.50066,south,east,valid,2038
-76.84218,156.39302,south,east,valid,2039
-76.83619,156.44564,south,east,valid,2040
-76.91131,156.5405,south,east,valid,2041
-76.67948,159.34227,south,east,valid,2042
-76.68239,159.3454,south,east,valid,2043
-76.8404,156.42909,south,east,valid,2044
-76.83832,156.33708,south,east,valid,2045
-76.9025,156.72098,south,east,valid,2046
-76.89064,156.53174,south,east,valid,2047
-76.91335,156.66997,south,east,valid,2048
-76.90183,156.70375,south,east,valid,2049
-76.90442,156.69078,south,east,valid,2050
-76.68699,159.34667,south,east,valid,2051
-76.84301,156.48181,south,east,valid,2052
-76.91079,156.53846,south,east,valid,2053
-76.91622,156.55717,south,east,valid,2054
-76.89823,156.48377,south,east,valid,2055
-76.92089,156.62782,south,east,valid,2056
-76.90259,156.68577,south,east,valid,2057
-76.90317,156.67366,south,east,valid,2058
-76.82813,156.11587,south,east,valid,2059
-76.84838,156.42015,south,east,valid,2060
-76.85056,156.31035,south,east,valid,2061
-76.90266,156.72064,south,east,valid,2062
-76.68045,159.34413,south,east,valid,2063
-76.91511,156.64643,south,east,valid,2064
-76.8994,156.81605,south,east,valid,2065
-76.85437,156.22563,south,east,valid,2066
-76.85415,156.43673,south,east,valid,2067
-76.91071,156.53156,south,east,valid,2068
-76.69828,159.3885,south,east,valid,2069
-76.84001,156.18101,south,east,valid,2070
-76.84357,156.24042,south,east,valid,2071
-76.91725,156.51686,south,east,valid,2072
-76.85055,156.2912,south,east,valid,2073
-76.83955,156.19667,south,east,valid,2074
-76.8527,156.20849,south,east,valid,2075
-76.86028,156.43726,south,east,valid,2076
-76.84062,156.3701,south,east,valid,2077
-76.91572,156.67262,south,east,valid,2078
-76.84577,156.43552,south,east,valid,2079
-76.92345,156.54071,south,east,valid,2080
-76.91052,156.53479,south,east,valid,2081
-76.90675,156.66508,south,east,valid,2082
-76.8502,156.3107,south,east,valid,2083
-76.70592,159.39232,south,east,valid,2084
-76.90198,156.67686,south,east,valid,2085
-76.85329,156.30473,south,east,valid,2086
-76.91857,156.58304,south,east,valid,2087
-76.83682,156.45274,south,east,valid,2088
-76.90129,156.71473,south,east,valid,2089
-76.71561,159.37424,south,east,valid,2090
-76.83338,156.17453,south,east,valid,2091
-76.84749,156.32356,south,east,valid,2092
-76.84468,156.42927,south,east,valid,2093
-76.75241,159.38914,south,east,valid,2094
-76.91188,156.65122,south,east,valid,2095
-76.88684,156.52579,south,east,valid,2096
-76.86039,156.50627,south,east,valid,2097
-76.9892,156.93936,south,east,valid,2098
-76.84996,156.31083,south,east,valid,2099
-76.90519,156.75363,south,east,valid,2100
-76.82138,156.03642,south,east,valid,2101
-76.85114,156.29878,south,east,valid,2102
-76.85107,156.29756,south,east,valid,2103
-77.04626,157.09876,south,east,valid,2104
-76.90304,156.70502,south,east,valid,2105
-76.84277,156.40228,south,east,valid,2106
-76.85471,156.47724,south,east,valid,2107
-76.83509,156.36197,south,east,valid,2108
-76.83523,156.44748,south,east,valid,2109
-76.90705,156.66818,south,east,valid,2110
-76.90833,156.96202,south,east,valid,2111
-76.83541,156.44315,south,east,valid,2112
-76.83635,156.34682,south,east,valid,2113
-76.84689,156.32119,south,east,valid,2114
-76.69837,159.38364,south,east,valid,2115
-76.91533,156.98908,south,east,valid,2116
-76.83877,156.16673,south,east,valid,2117
-76.90149,156.70939,south,east,valid,2118
-76.89556,156.47672,south,east,valid,2119
-76.83519,156.37561,south,east,valid,2120
-76.91421,156.53947,south,east,valid,2121
-76.84284,156.47912,south,east,valid,2122
-76.67951,159.34254,south,east,valid,2123
-76.8302,156.07011,south,east,valid,2124
-76.84811,156.43685,south,east,valid,2125
-76.83646,156.45113,south,east,valid,2126
-76.89897,156.49871,south,east,valid,2127
-76.87787,156.49901,south,east,valid,2128
-76.856,156.32705,south,east,valid,2129
-76.69517,159.36667,south,east,valid,2130
-76.72584,159.40905,south,east,valid,2131
-76.72947,159.41326,south,east,valid,2132
-76.70619,159.3658,south,east,valid,2133
-76.70806,159.30975,south,east,valid,2134
-76.70562,159.39189,south,east,valid,2135
-76.73104,159.41678,south,east,valid,2136
-76.73058,159.41622,south,east,valid,2137
-76.73102,159.41686,south,east,valid,2138
-76.73103,159.41682,south,east,valid,2139
-76.72907,159.41208,south,east,valid,2140
-76.72951,159.41482,south,east,valid,2141
-76.75009,159.34471,south,east,valid,2142
-76.70624,159.3175,south,east,valid,2143
-76.76492,159.43019,south,east,valid,2144
-76.73942,159.38213,south,east,valid,2145
-76.70388,159.35405,south,east,valid,2146
-76.74904,159.2888,south,east,valid,2147
-76.69222,159.29576,south,east,valid,2148
-76.72211,158.69336,south,east,valid,2149
-76.70741,159.32372,south,east,valid,2150
-76.72991,158.75414,south,east,valid,2151
-76.73304,158.75694,south,east,valid,2152
-76.72606,158.77571,south,east,valid,2153
-76.69325,159.34809,south,east,valid,2154
-76.69227,159.32884,south,east,valid,2155
-76.72213,158.71676,south,east,valid,2156
-76.72395,158.74208,south,east,valid,2157
-76.72243,158.7182,south,east,valid,2158
-76.69166,159.31404,south,east,valid,2159
-76.73142,158.72211,south,east,valid,2160
-76.68229,159.33794,south,east,valid,2161
-76.69239,159.33052,south,east,valid,2162
-76.68388,159.26182,south,east,valid,2163
-76.69307,159.29598,south,east,valid,2164
-76.72723,159.40941,south,east,valid,2165
-76.68984,159.35622,south,east,valid,2166
-76.71493,159.36729,south,east,valid,2167
-76.72729,159.37476,south,east,valid,2168
-76.68052,159.32914,south,east,valid,2169
-76.68225,159.31149,south,east,valid,2170
-76.7264,158.76884,south,east,valid,2171
-76.69101,159.32006,south,east,valid,2172
-76.69948,159.30986,south,east,valid,2173
-76.69152,159.31626,south,east,valid,2174
-76.72653,159.37696,south,east,valid,2175
-76.72683,158.71811,south,east,valid,2176
-76.69395,159.29327,south,east,valid,2177
-76.72018,159.4026,south,east,valid,2178
-76.70119,159.31068,south,east,valid,2179
-76.68219,159.31165,south,east,valid,2180
-76.7248,159.35382,south,east,valid,2181
-76.723,158.74015,south,east,valid,2182
-76.69471,159.28726,south,east,valid,2183
-76.72481,158.70501,south,east,valid,2184
-76.68127,159.34557,south,east,valid,2185
-76.72216,158.73966,south,east,valid,2186
-76.68656,159.34901,south,east,valid,2187
-76.70495,159.09493,south,east,valid,2188
-76.71162,159.15043,south,east,valid,2189
-76.70061,159.30934,south,east,valid,2190
-76.68947,159.3436,south,east,valid,2191
-76.7003,159.30852,south,east,valid,2192
-76.68948,159.33485,south,east,valid,2193
