meteorite_id,location_key,time_key,classification_key,mass_g,severity_score,mass_category,fall_found_flag,location_quality
50262,8375,73,105,0.51,1.0,tiny,found,valid
50263,8375,73,105,0.5,1.0,tiny,found,valid
46936,9211,73,131,1.82,1.0,tiny,found,valid
48188,8381,73,137,1.76,1.0,tiny,found,valid
48189,8381,73,23,1.4,1.0,tiny,found,valid
50264,9215,73,23,1.39,1.0,tiny,found,valid
50265,9211,73,105,0.51,1.0,tiny,found,valid
46610,9216,73,187,0.8,1.0,tiny,found,valid
48190,9217,73,135,262.0,2.0,medium,found,valid
46937,9218,73,131,163.69,2.0,medium,found,valid
46437,9219,73,23,24.36,1.0,small,found,valid
48191,9220,73,131,2.87,1.0,tiny,found,valid
48192,9221,73,131,4680.0,3.0,large,found,valid
46438,9222,73,131,12.26,1.0,small,found,valid
50266,9223,73,131,3.2,1.0,tiny,found,valid
46439,9224,73,23,29.64,1.0,small,found,valid
46440,9225,73,135,44.31,1.0,small,found,valid
48193,9226,73,135,20.49,1.0,small,found,valid
48194,9227,73,137,12.76,1.0,small,found,valid
50267,9225,73,135,8.25,1.0,tiny,found,valid
48195,9227,73,131,5.2,1.0,tiny,found,valid
48196,9228,73,135,2.43,1.0,tiny,found,valid
48197,9227,73,135,1.55,1.0,tiny,found,valid
50268,9229,73,105,21.7,1.0,small,found,valid
50269,9229,73,135,6.78,1.0,tiny,found,valid
48198,9230,73,169,47.92,1.0,small,found,valid
48199,9231,73,137,22.63,1.0,small,found,valid
50270,9232,73,135,16.83,1.0,small,found,valid
46441,9233,73,135,13.98,1.0,small,found,valid
50271,9234,73,135,1.44,1.0,tiny,found,valid
48200,9235,73,131,3.27,1.0,tiny,found,valid
50272,9236,73,135,0.5,1.0,tiny,found,valid
48201,9237,73,131,2.16,1.0,tiny,found,valid
48202,9238,73,105,1.32,1.0,tiny,found,valid
50273,8424,73,23,20.94,1.0,small,found,valid
50274,9239,73,135,26.62,1.0,small,found,valid
50275,9240,73,23,4.05,1.0,tiny,found,valid
50276,9241,73,105,2.21,1.0,tiny,found,valid
46442,9242,73,135,10.32,1.0,small,found,valid
48203,9243,73,137,5.18,1.0,tiny,found,valid
50277,9244,73,135,19.61,1.0,small,found,valid
50278,9245,73,23,8.31,1.0,tiny,found,valid
50279,9245,73,23,4.02,1.0,tiny,found,valid
46443,9246,73,131,7.21,1.0,tiny,found,valid
48204,9247,73,135,52.51,1.0,small,found,valid
50280,9248,73,135,11.69,1.0,small,found,valid
46444,9248,73,131,4.22,1.0,tiny,found,valid
50281,9248,73,131,2.16,1.0,tiny,found,valid
48205,9247,73,135,1.32,1.0,tiny,found,valid
46938,9249,73,105,7.56,1.0,tiny,found,valid
50282,9250,73,137,8.72,1.0,tiny,found,valid
46445,9251,73,131,462.6,2.0,medium,found,valid
46446,9252,73,131,6.06,1.0,tiny,found,valid
46447,8642,73,105,161.77,2.0,medium,found,valid
50283,9253,73,147,188.02,2.0,medium,found,valid
50284,9254,73,23,183.73,2.0,medium,found,valid
50285,9255,73,105,11.57,1.0,small,found,valid
48206,9256,73,23,233.0,2.0,medium,found,valid
50286,9257,73,105,172.52,2.0,medium,found,valid
46448,9258,73,105,103.37,2.0,medium,found,valid
50287,9259,73,105,78.56999999999998,1.0,small,found,valid
50288,9260,73,105,71.28,1.0,small,found,valid
50289,9261,73,105,81.52,1.0,small,found,valid
46939,8652,73,23,35.23,1.0,small,found,valid
48207,9262,73,23,50.69,1.0,small,found,valid
50290,9263,73,23,27.62,1.0,small,found,valid
50291,9264,73,23,79.7,1.0,small,found,valid
46940,9257,73,23,146.39,2.0,medium,found,valid
48208,9265,73,105,47.78,1.0,small,found,valid
50292,9266,73,105,27.95,1.0,small,found,valid
48209,9267,73,23,31.07,1.0,small,found,valid
48210,9268,73,137,28.45,1.0,small,found,valid
46941,9269,73,105,56.18,1.0,small,found,valid
48211,9270,73,105,28.72,1.0,small,found,valid
46942,9271,73,105,22.92,1.0,small,found,valid
46943,9260,73,23,13.33,1.0,small,found,valid
50293,9272,73,23,16.31,1.0,small,found,valid
46944,9273,73,23,2.46,1.0,tiny,found,valid
50294,9274,73,147,2.81,1.0,tiny,found,valid
48212,9265,73,147,2.59,1.0,tiny,found,valid
46945,9275,73,23,2.07,1.0,tiny,found,valid
48213,9262,73,105,1.59,1.0,tiny,found,valid
50295,9276,73,131,2.13,1.0,tiny,found,valid
50296,9277,73,105,4.94,1.0,tiny,found,valid
48214,9278,73,23,1.54,1.0,tiny,found,valid
46946,9279,73,105,1.98,1.0,tiny,found,valid
48215,9280,73,105,1.33,1.0,tiny,found,valid
46947,9281,73,23,50.22,1.0,small,found,valid
48216,9282,73,105,28.06,1.0,small,found,valid
46948,9283,73,105,22.17,1.0,small,found,valid
46449,9284,73,105,18.57,1.0,small,found,valid
50297,9285,73,105,12.2,1.0,small,found,valid
48217,9286,73,23,8.51,1.0,tiny,found,valid
48218,9287,73,105,21.98,1.0,small,found,valid
48219,9288,73,105,15.67,1.0,small,found,valid
48220,9289,73,147,20.43,1.0,small,found,valid
50298,9290,73,23,15.3,1.0,small,found,valid
50299,9291,73,23,6.5,1.0,tiny,found,valid
48221,9292,73,105,11.95,1.0,small,found,valid
50300,9266,73,105,12.42,1.0,small,found,valid
50301,9293,73,105,11.68,1.0,small,found,valid
48222,9294,73,23,7.22,1.0,tiny,found,valid
48223,9295,73,105,2.25,1.0,tiny,found,valid
48224,9296,73,105,1.3,1.0,tiny,found,valid
46450,9297,73,23,2.18,1.0,tiny,found,valid
48225,9298,73,147,1.76,1.0,tiny,found,valid
50302,9297,73,105,1.38,1.0,tiny,found,valid
46451,9299,73,135,2.22,1.0,tiny,found,valid
46452,9300,73,23,345.0,2.0,medium,found,valid
46949,9301,73,105,94.1,1.0,small,found,valid
46453,9301,73,105,6.22,1.0,tiny,found,valid
50303,9301,73,105,11.53,1.0,small,found,valid
48226,9302,73,105,47.61,1.0,small,found,valid
46454,9303,73,105,14.14,1.0,small,found,valid
48227,9302,73,105,12.62,1.0,small,found,valid
50304,9303,73,105,4.02,1.0,tiny,found,valid
46455,9304,73,105,221.0,2.0,medium,found,valid
48228,9305,73,23,31.46,1.0,small,found,valid
46456,9304,73,23,20.92,1.0,small,found,valid
50305,9306,73,105,6.89,1.0,tiny,found,valid
48229,9307,73,105,9.33,1.0,tiny,found,valid
50306,9306,73,105,4.94,1.0,tiny,found,valid
46457,9308,73,105,493.0,2.0,medium,found,valid
50307,9309,73,105,294.0,2.0,medium,found,valid
50308,9310,73,23,291.0,2.0,medium,found,valid
46950,9311,73,23,41.21,1.0,small,found,valid
50309,9312,73,105,8.75,1.0,tiny,found,valid
50310,9311,73,23,3.9,1.0,tiny,found,valid
46951,9311,73,131,12.22,1.0,small,found,valid
48230,9313,73,23,1.6,1.0,tiny,found,valid
46952,9314,73,105,15.89,1.0,small,found,valid
46953,9315,73,105,137.11,2.0,medium,found,valid
50311,9297,73,23,3.88,1.0,tiny,found,valid
48231,9316,73,105,2.61,1.0,tiny,found,valid
46954,9317,73,23,33.75,1.0,small,found,valid
46955,9318,73,23,13.22,1.0,small,found,valid
50312,9319,73,105,8.14,1.0,tiny,found,valid
50313,9320,73,105,2.77,1.0,tiny,found,valid
50314,9321,73,23,44.15,1.0,small,found,valid
50315,9322,73,23,12.58,1.0,small,found,valid
48232,9323,73,105,11.9,1.0,small,found,valid
50316,9324,73,23,4.1,1.0,tiny,found,valid
48233,9325,73,105,1.76,1.0,tiny,found,valid
48234,9326,73,23,0.7,1.0,tiny,found,valid
48235,9296,73,105,2.48,1.0,tiny,found,valid
48236,9327,73,23,75.4,1.0,small,found,valid
48237,9327,73,105,47.64,1.0,small,found,valid
48238,9328,73,105,22.21,1.0,small,found,valid
50317,9329,73,23,19.47,1.0,small,found,valid
48269,9330,73,105,2.17,1.0,tiny,found,valid
46956,9331,73,105,19.61,1.0,small,found,valid
50318,9329,73,23,16.51,1.0,small,found,valid
48239,9327,73,105,9.29,1.0,tiny,found,valid
50319,9329,73,23,6.82,1.0,tiny,found,valid
46957,9332,73,105,1823.0,3.0,large,found,valid
48240,9333,73,105,882.0,2.0,medium,found,valid
48241,9334,73,105,432.0,2.0,medium,found,valid
46958,9335,73,105,144.35,2.0,medium,found,valid
46959,9336,73,23,118.69,2.0,medium,found,valid
48242,9337,73,23,76.18,1.0,small,found,valid
50320,9338,73,105,44.93,1.0,small,found,valid
46458,9275,73,105,28.1,1.0,small,found,valid
46459,9339,73,105,27.71,1.0,small,found,valid
48243,9340,73,23,32.28,1.0,small,found,valid
50321,9341,73,105,21.49,1.0,small,found,valid
48244,9342,73,105,22.14,1.0,small,found,valid
50322,9343,73,105,20.71,1.0,small,found,valid
48245,9344,73,105,29.11,1.0,small,found,valid
50323,9345,73,105,30.75,1.0,small,found,valid
50324,9346,73,23,16.75,1.0,small,found,valid
50325,9347,73,23,27.17,1.0,small,found,valid
46460,9348,73,105,19.08,1.0,small,found,valid
50326,9349,73,105,16.34,1.0,small,found,valid
46461,9350,73,147,13.38,1.0,small,found,valid
50327,9351,73,105,16.46,1.0,small,found,valid
48246,9352,73,105,8.59,1.0,tiny,found,valid
46462,9353,73,105,7.14,1.0,tiny,found,valid
48247,9354,73,105,8.71,1.0,tiny,found,valid
50328,9355,73,105,8.2,1.0,tiny,found,valid
46463,9356,73,105,10.58,1.0,small,found,valid
50329,9357,73,105,6.48,1.0,tiny,found,valid
50330,9358,73,105,5.12,1.0,tiny,found,valid
50331,9359,73,105,6.74,1.0,tiny,found,valid
50332,9360,73,23,3.25,1.0,tiny,found,valid
46464,9361,73,147,73.47,1.0,small,found,valid
48248,9362,73,105,71.65,1.0,small,found,valid
48249,9363,73,105,51.5,1.0,small,found,valid
48250,9364,73,23,51.75,1.0,small,found,valid
50333,9260,73,23,44.85,1.0,small,found,valid
48251,9365,73,105,46.15,1.0,small,found,valid
48252,9366,73,23,21.9,1.0,small,found,valid
48253,9367,73,105,11.97,1.0,small,found,valid
50334,9368,73,23,5.11,1.0,tiny,found,valid
50335,9369,73,23,0.5,1.0,tiny,found,valid
50336,9335,73,135,8.32,1.0,tiny,found,valid
50337,9370,73,105,4.94,1.0,tiny,found,valid
50338,9371,73,105,2.92,1.0,tiny,found,valid
50339,9372,73,131,2.41,1.0,tiny,found,valid
50340,9301,73,105,66.53,1.0,small,found,valid
50341,9373,73,105,44.91,1.0,small,found,valid
50342,9374,73,105,3.26,1.0,tiny,found,valid
50343,9374,73,105,1.74,1.0,tiny,found,valid
48254,9375,73,105,52.86,1.0,small,found,valid
50344,9376,73,105,27.92,1.0,small,found,valid
50345,9377,73,105,11.46,1.0,small,found,valid
48255,9378,73,105,2.24,1.0,tiny,found,valid
48256,9378,73,105,1.29,1.0,tiny,found,valid
50346,9373,73,137,5.12,1.0,tiny,found,valid
48257,9379,73,23,75.59999999999998,1.0,small,found,valid
50347,9380,73,105,48.41,1.0,small,found,valid
50348,9381,73,23,50.1,1.0,small,found,valid
46465,9381,73,23,22.72,1.0,small,found,valid
46466,9381,73,105,15.43,1.0,small,found,valid
50349,9382,73,105,1.32,1.0,tiny,found,valid
50350,9373,73,105,69.2,1.0,small,found,valid
48258,9383,73,23,74.48,1.0,small,found,valid
46467,9373,73,105,40.46,1.0,small,found,valid
48259,9383,73,105,28.23,1.0,small,found,valid
46960,9384,73,105,21.47,1.0,small,found,valid
50351,9373,73,105,15.64,1.0,small,found,valid
50352,9385,73,105,312.0,2.0,medium,found,valid
50353,9386,73,23,294.0,2.0,medium,found,valid
46961,9385,73,105,204.4,2.0,medium,found,valid
48260,9387,73,23,31.74,1.0,small,found,valid
48261,9388,73,105,31.6,1.0,small,found,valid
50354,9385,73,105,29.87,1.0,small,found,valid
50355,9385,73,23,20.55,1.0,small,found,valid
50356,9385,73,23,11.52,1.0,small,found,valid
48262,9389,73,105,12.76,1.0,small,found,valid
50357,9385,73,105,6.43,1.0,tiny,found,valid
50358,9385,73,105,3.84,1.0,tiny,found,valid
44887,9390,73,23,96.7,1.0,small,found,valid
46962,9391,73,23,2.24,1.0,tiny,found,valid
46963,9392,73,131,1.69,1.0,tiny,found,valid
48263,9393,73,131,0.82,1.0,tiny,found,valid
48264,8637,73,105,242.0,2.0,medium,found,valid
46964,8640,73,105,135.4,2.0,medium,found,valid
50359,9394,73,23,78.11,1.0,small,found,valid
46965,9395,73,147,20.79,1.0,small,found,valid
48265,9396,73,137,0.76,1.0,tiny,found,valid
50360,9397,73,131,30.76,1.0,small,found,valid
50361,9398,73,178,49.43,1.0,small,found,valid
50362,9399,73,105,29.65,1.0,small,found,valid
46966,9400,73,105,20.35,1.0,small,found,valid
46967,9401,73,131,1.38,1.0,tiny,found,valid
48266,9402,73,131,0.71,1.0,tiny,found,valid
48267,9403,73,137,0.84,1.0,tiny,found,valid
46468,9404,73,105,116.38,2.0,medium,found,valid
50363,9405,73,105,6.85,1.0,tiny,found,valid
50364,9406,73,105,4.02,1.0,tiny,found,valid
50365,9407,73,23,2.81,1.0,tiny,found,valid
48268,9408,73,105,2.26,1.0,tiny,found,valid
48270,9409,73,23,0.77,1.0,tiny,found,valid
48271,9410,73,105,440.0,2.0,medium,found,valid
46469,8790,73,105,336.0,2.0,medium,found,valid
46470,8968,73,105,94.91,1.0,small,found,valid
50366,9411,73,105,70.43,1.0,small,found,valid
48272,9412,73,105,73.88,1.0,small,found,valid
50367,9413,73,105,49.73,1.0,small,found,valid
46471,9414,73,105,17.07,1.0,small,found,valid
48273,9415,73,105,20.26,1.0,small,found,valid
50368,9416,73,105,26.76,1.0,small,found,valid
50369,9417,73,105,12.47,1.0,small,found,valid
46472,9418,73,105,16.86,1.0,small,found,valid
48274,9419,73,105,9.35,1.0,tiny,found,valid
50370,9420,73,105,11.83,1.0,small,found,valid
48275,9421,73,105,12.74,1.0,small,found,valid
46473,9422,73,131,2.21,1.0,tiny,found,valid
48276,9423,73,135,0.77,1.0,tiny,found,valid
48277,9423,73,131,0.82,1.0,tiny,found,valid
48278,9423,73,135,0.7,1.0,tiny,found,valid
46474,9424,73,105,4.27,1.0,tiny,found,valid
48279,9425,73,105,1.2,1.0,tiny,found,valid
48280,9426,73,131,1.3,1.0,tiny,found,valid
48281,9425,73,131,0.77,1.0,tiny,found,valid
50371,9424,73,137,0.5,1.0,tiny,found,valid
46475,9427,73,137,7.76,1.0,tiny,found,valid
46968,9427,73,105,5.25,1.0,tiny,found,valid
46476,9427,73,105,4.37,1.0,tiny,found,valid
50372,9427,73,131,1.78,1.0,tiny,found,valid
48282,9012,73,105,1.84,1.0,tiny,found,valid
50373,9428,73,105,1.39,1.0,tiny,found,valid
50374,9427,73,23,1.81,1.0,tiny,found,valid
50375,9427,73,131,1.57,1.0,tiny,found,valid
48283,9429,73,169,1.19,1.0,tiny,found,valid
50376,9427,73,131,0.51,1.0,tiny,found,valid
50377,9430,73,23,5.13,1.0,tiny,found,valid
50378,9430,73,23,2.21,1.0,tiny,found,valid
48284,9431,73,147,1.76,1.0,tiny,found,valid
50379,9430,73,105,2.23,1.0,tiny,found,valid
48285,9431,73,105,0.95,1.0,tiny,found,valid
48286,9432,73,23,0.76,1.0,tiny,found,valid
50380,9433,73,105,0.51,1.0,tiny,found,valid
48287,9434,73,105,438.0,2.0,medium,found,valid
46969,9435,73,105,414.0,2.0,medium,found,valid
46970,9436,73,23,57.39,1.0,small,found,valid
46971,9437,73,23,28.46,1.0,small,found,valid
48288,9438,73,23,8.68,1.0,tiny,found,valid
46972,9439,73,135,2.36,1.0,tiny,found,valid
50381,9440,73,105,1.41,1.0,tiny,found,valid
46973,9441,73,135,1.55,1.0,tiny,found,valid
48289,9442,73,105,29.0,1.0,small,found,valid
50382,9443,73,105,21.69,1.0,small,found,valid
50383,9443,73,105,8.15,1.0,tiny,found,valid
48290,9442,73,135,2.26,1.0,tiny,found,valid
50384,9443,73,105,1.28,1.0,tiny,found,valid
50385,9444,73,105,3.38,1.0,tiny,found,valid
48291,9445,73,135,2.98,1.0,tiny,found,valid
48292,9446,73,23,1.83,1.0,tiny,found,valid
48293,9447,73,105,9.51,1.0,tiny,found,valid
50386,9448,73,23,6.81,1.0,tiny,found,valid
48294,9449,73,135,8.61,1.0,tiny,found,valid
50387,9450,73,105,2.93,1.0,tiny,found,valid
50388,9451,73,23,65.66,1.0,small,found,valid
50389,9452,73,147,44.82,1.0,small,found,valid
50390,9453,73,23,1.43,1.0,tiny,found,valid
50391,9454,73,23,1.27,1.0,tiny,found,valid
48295,9455,73,23,1.76,1.0,tiny,found,valid
50392,9456,73,137,1.32,1.0,tiny,found,valid
48296,9457,73,105,1.16,1.0,tiny,found,valid
46974,9458,73,131,49.93,1.0,small,found,valid
50393,9336,73,105,15.33,1.0,small,found,valid
48297,9459,73,105,9.36,1.0,tiny,found,valid
50394,9460,73,23,4.1,1.0,tiny,found,valid
50395,9461,73,135,2.13,1.0,tiny,found,valid
48298,9462,73,131,2.99,1.0,tiny,found,valid
48299,9463,73,131,46.18,1.0,small,found,valid
50396,9464,73,105,30.67,1.0,small,found,valid
50397,9465,73,23,12.57,1.0,small,found,valid
50398,9465,73,23,12.6,1.0,small,found,valid
50399,9465,73,23,21.18,1.0,small,found,valid
48300,9466,73,131,22.1,1.0,small,found,valid
46975,9467,73,23,5.25,1.0,tiny,found,valid
50400,9467,73,105,1.39,1.0,tiny,found,valid
48301,9468,73,23,0.82,1.0,tiny,found,valid
50401,9467,73,131,0.51,1.0,tiny,found,valid
46976,9469,73,131,1.15,1.0,tiny,found,valid
48302,9470,73,135,0.82,1.0,tiny,found,valid
46977,9471,73,131,2.96,1.0,tiny,found,valid
50402,9471,73,169,1.75,1.0,tiny,found,valid
48303,9472,73,135,0.77,1.0,tiny,found,valid
48304,9473,73,131,0.74,1.0,tiny,found,valid
48305,9474,73,141,0.74,1.0,tiny,found,valid
46978,9475,73,105,2.79,1.0,tiny,found,valid
46477,9475,73,105,6.66,1.0,tiny,found,valid
46478,9475,73,23,2.85,1.0,tiny,found,valid
50403,9475,73,105,2.42,1.0,tiny,found,valid
48306,9476,73,105,2.6,1.0,tiny,found,valid
50404,9475,73,105,2.16,1.0,tiny,found,valid
50405,9475,73,105,1.31,1.0,tiny,found,valid
48307,9477,73,131,0.95,1.0,tiny,found,valid
50406,9478,73,105,76.64,1.0,small,found,valid
46479,9479,73,105,77.06999999999998,1.0,small,found,valid
50407,9479,73,105,45.5,1.0,small,found,valid
48308,9480,73,23,28.07,1.0,small,found,valid
50408,9479,73,23,44.81,1.0,small,found,valid
50409,9479,73,105,8.76,1.0,tiny,found,valid
46611,9481,73,173,1.86,1.0,tiny,found,valid
48309,9482,73,137,2.88,1.0,tiny,found,valid
50410,9483,73,131,1.76,1.0,tiny,found,valid
50411,9483,73,131,1.39,1.0,tiny,found,valid
48310,9484,73,135,1.3,1.0,tiny,found,valid
46480,9485,73,137,3.48,1.0,tiny,found,valid
50412,9486,73,105,4.04,1.0,tiny,found,valid
50413,9487,73,105,2.77,1.0,tiny,found,valid
50414,9487,73,135,1.76,1.0,tiny,found,valid
50415,9487,73,23,1.54,1.0,tiny,found,valid
50416,9487,73,105,1.16,1.0,tiny,found,valid
48311,9488,73,173,0.77,1.0,tiny,found,valid
48312,9489,73,105,0.82,1.0,tiny,found,valid
50417,9490,73,105,30.15,1.0,small,found,valid
48313,9491,73,105,12.12,1.0,small,found,valid
48314,9492,73,105,9.48,1.0,tiny,found,valid
46481,8526,73,105,14.55,1.0,small,found,valid
48315,9493,73,105,9.45,1.0,tiny,found,valid
50418,9494,73,131,5.11,1.0,tiny,found,valid
48316,9495,73,105,5.19,1.0,tiny,found,valid
50419,9496,73,23,5.14,1.0,tiny,found,valid
48317,8632,73,105,5.11,1.0,tiny,found,valid
48318,8632,73,23,2.85,1.0,tiny,found,valid
48319,8632,73,105,2.44,1.0,tiny,found,valid
50420,9497,73,23,2.43,1.0,tiny,found,valid
48320,9498,73,105,2.18,1.0,tiny,found,valid
48321,9499,73,105,2.98,1.0,tiny,found,valid
50421,9500,73,105,3.33,1.0,tiny,found,valid
50422,9500,73,105,1.78,1.0,tiny,found,valid
48322,9499,73,105,1.59,1.0,tiny,found,valid
46482,9501,73,23,1.94,1.0,tiny,found,valid
48323,9502,73,105,1.6,1.0,tiny,found,valid
50423,9501,73,105,1.18,1.0,tiny,found,valid
48324,9503,73,23,1.59,1.0,tiny,found,valid
46483,9504,73,105,0.66,1.0,tiny,found,valid
48325,9505,73,105,0.76,1.0,tiny,found,valid
48326,9505,73,23,0.76,1.0,tiny,found,valid
48327,9506,73,105,0.76,1.0,tiny,found,valid
48328,9507,73,105,0.76,1.0,tiny,found,valid
50424,9508,73,105,0.5,1.0,tiny,found,valid
48329,9509,73,105,0.67,1.0,tiny,found,valid
48330,9510,73,303,162.84,2.0,medium,found,valid
50425,9291,73,105,29.98,1.0,small,found,valid
46979,9291,73,105,23.19,1.0,small,found,valid
48331,9510,73,105,7.14,1.0,tiny,found,valid
50426,9291,73,105,6.83,1.0,tiny,found,valid
50427,9511,73,135,6.47,1.0,tiny,found,valid
48332,9512,73,105,12.05,1.0,small,found,valid
50428,9513,73,147,3.25,1.0,tiny,found,valid
48333,9514,73,23,2.49,1.0,tiny,found,valid
46484,9515,73,135,1.92,1.0,tiny,found,valid
48334,9516,73,131,0.7,1.0,tiny,found,valid
48335,9516,73,131,0.75,1.0,tiny,found,valid
48336,9517,73,105,0.7,1.0,tiny,found,valid
50429,9518,73,23,0.51,1.0,tiny,found,valid
48337,9519,73,105,2.88,1.0,tiny,found,valid
48338,9520,73,105,1.55,1.0,tiny,found,valid
50430,9521,73,23,1.41,1.0,tiny,found,valid
50431,9521,73,23,1.41,1.0,tiny,found,valid
50432,9521,73,105,1.38,1.0,tiny,found,valid
48339,9522,73,23,1.83,1.0,tiny,found,valid
48340,9523,73,105,1.3,1.0,tiny,found,valid
48341,9524,73,105,0.83,1.0,tiny,found,valid
48342,9524,73,105,0.82,1.0,tiny,found,valid
48343,9524,73,23,0.76,1.0,tiny,found,valid
48344,9525,73,23,0.74,1.0,tiny,found,valid
48345,9526,73,105,0.75,1.0,tiny,found,valid
48346,9525,73,105,0.67,1.0,tiny,found,valid
50433,9527,73,23,0.51,1.0,tiny,found,valid
48347,9528,73,105,0.67,1.0,tiny,found,valid
48348,9529,73,105,0.67,1.0,tiny,found,valid
48349,9530,73,147,0.75,1.0,tiny,found,valid
50434,9531,73,105,4.96,1.0,tiny,found,valid
50435,9531,73,135,2.13,1.0,tiny,found,valid
50436,9532,73,105,296.0,2.0,medium,found,valid
46980,9533,73,105,221.0,2.0,medium,found,valid
50437,9534,73,105,5.14,1.0,tiny,found,valid
48350,8725,73,105,2.87,1.0,tiny,found,valid
48351,9535,73,23,28.6,1.0,small,found,valid
50438,9536,73,105,1.57,1.0,tiny,found,valid
48352,9537,73,23,2.85,1.0,tiny,found,valid
50439,9538,73,105,21.19,1.0,small,found,valid
48353,9539,73,23,3.27,1.0,tiny,found,valid
50440,9540,73,105,1.57,1.0,tiny,found,valid
50441,9533,73,105,2.21,1.0,tiny,found,valid
46981,8729,73,23,12.02,1.0,small,found,valid
50442,9541,73,23,16.45,1.0,small,found,valid
50443,9542,73,105,4.04,1.0,tiny,found,valid
48354,9543,73,105,2.86,1.0,tiny,found,valid
50444,9544,73,178,4.9,1.0,tiny,found,valid
48355,9545,73,105,9.14,1.0,tiny,found,valid
46982,9546,73,135,2.59,1.0,tiny,found,valid
48356,9547,73,105,0.67,1.0,tiny,found,valid
48357,9548,73,23,5.06,1.0,tiny,found,valid
46983,9549,73,23,3.5,1.0,tiny,found,valid
50445,9549,73,105,3.96,1.0,tiny,found,valid
50446,9550,73,169,2.2,1.0,tiny,found,valid
48358,9551,73,105,1.82,1.0,tiny,found,valid
48359,9551,73,23,2.25,1.0,tiny,found,valid
50447,9549,73,105,1.8,1.0,tiny,found,valid
48360,9552,73,141,1.19,1.0,tiny,found,valid
50448,9553,73,105,1.16,1.0,tiny,found,valid
46984,9554,73,23,3.94,1.0,tiny,found,valid
48361,9555,73,23,2.19,1.0,tiny,found,valid
48362,9556,73,105,1.55,1.0,tiny,found,valid
48363,9556,73,23,1.2,1.0,tiny,found,valid
50449,9554,73,105,1.18,1.0,tiny,found,valid
50450,9557,73,105,0.51,1.0,tiny,found,valid
50451,9558,73,105,393.0,2.0,medium,found,valid
50452,9559,73,105,395.0,2.0,medium,found,valid
50453,9560,73,23,77.84,1.0,small,found,valid
50454,9561,73,23,77.83,1.0,small,found,valid
46985,9562,73,105,62.4,1.0,small,found,valid
50455,9563,73,23,43.12,1.0,small,found,valid
50456,9564,73,105,48.24,1.0,small,found,valid
48364,9565,73,23,22.0,1.0,small,found,valid
50457,9566,73,105,18.76,1.0,small,found,valid
50458,9567,73,105,15.42,1.0,small,found,valid
50459,9568,73,105,15.29,1.0,small,found,valid
50460,9569,73,105,67.46,1.0,small,found,valid
50461,9569,73,105,66.47,1.0,small,found,valid
50462,9569,73,23,50.61,1.0,small,found,valid
48365,9570,73,23,31.44,1.0,small,found,valid
46986,9571,73,135,0.77,1.0,tiny,found,valid
46987,9571,73,23,1.64,1.0,tiny,found,valid
46485,9571,73,137,5.58,1.0,tiny,found,valid
48366,9572,73,131,2.44,1.0,tiny,found,valid
50463,9571,73,135,1.41,1.0,tiny,found,valid
48367,9572,73,135,1.46,1.0,tiny,found,valid
48368,9572,73,105,0.77,1.0,tiny,found,valid
50464,9571,73,105,3.35,1.0,tiny,found,valid
50465,9573,73,105,1.56,1.0,tiny,found,valid
48369,9574,73,131,2.62,1.0,tiny,found,valid
48370,9572,73,131,1.77,1.0,tiny,found,valid
48371,9572,73,105,1.6,1.0,tiny,found,valid
50466,9571,73,105,2.95,1.0,tiny,found,valid
50467,9571,73,105,1.58,1.0,tiny,found,valid
48372,9575,73,23,1.3,1.0,tiny,found,valid
48373,9572,73,23,0.83,1.0,tiny,found,valid
48374,9572,73,105,0.75,1.0,tiny,found,valid
50468,9571,73,105,0.51,1.0,tiny,found,valid
50469,9573,73,105,8.35,1.0,tiny,found,valid
46486,9571,73,105,4.36,1.0,tiny,found,valid
48375,9572,73,23,0.95,1.0,tiny,found,valid
48376,9572,73,105,1.83,1.0,tiny,found,valid
46487,9571,73,105,7.79,1.0,tiny,found,valid
50470,9571,73,23,5.16,1.0,tiny,found,valid
50471,9571,73,23,2.51,1.0,tiny,found,valid
50472,9571,73,105,2.58,1.0,tiny,found,valid
48377,9576,73,105,1.56,1.0,tiny,found,valid
48378,9572,73,105,5.27,1.0,tiny,found,valid
48379,9572,73,105,5.07,1.0,tiny,found,valid
50473,9577,73,23,2.8,1.0,tiny,found,valid
46488,9578,73,105,474.0,2.0,medium,found,valid
50474,9579,73,105,359.0,2.0,medium,found,valid
46489,9579,73,23,53.51,1.0,small,found,valid
48380,9580,73,23,28.12,1.0,small,found,valid
50475,9581,73,23,19.02,1.0,small,found,valid
50476,9579,73,23,15.48,1.0,small,found,valid
48381,9582,73,23,20.32,1.0,small,found,valid
48382,9583,73,105,1.19,1.0,tiny,found,valid
48383,9584,73,23,1.46,1.0,tiny,found,valid
48384,9585,73,23,0.94,1.0,tiny,found,valid
48385,9586,73,105,2.86,1.0,tiny,found,valid
50477,9587,73,105,2.56,1.0,tiny,found,valid
48386,9588,73,105,0.74,1.0,tiny,found,valid
48387,9589,73,105,1.4,1.0,tiny,found,valid
48388,9590,73,105,0.76,1.0,tiny,found,valid
48389,9591,73,23,699.0,2.0,medium,found,valid
50478,9592,73,105,162.08,2.0,medium,found,valid
48390,9593,73,105,75.56,1.0,small,found,valid
50479,9594,73,354,71.26,1.0,small,found,valid
48391,9595,73,23,50.8,1.0,small,found,valid
48392,9596,73,105,45.73,1.0,small,found,valid
